,acy,sem,cos_id,cos_code,num_limit,dep_limit,URL,cos_cname,cos_credit,cos_hours,TURL,teacher,cos_time,memo,cos_ename,brief,degree,dep_id,dep_primary,dep_cname,dep_ename,cos_type,cos_type_e,crsoutline_type,reg_num,depType
1131_130106,113,1,130106,MDPA30034,9999,*,,藥理學,4.00,4.00,,王湘翠、黃金洲、林滿玉、李新城、霍德義、駱雨利、張世霖、胡德民、黃自強、張婷婷、兵岳忻、吳昭慶、洪舜郁、沈郁強、張豫立、王笙帆、周士傑、葉翰宜、蘇倖慧,"R3456-YD105[YM],W56-YT202[YM]",藥理學課程週三56在教學大樓202教室上課、週四3456在牙105室。藥理實驗課程週四5678節請至實驗大樓D2大實驗室。,Pharmacology,,3,103,1,藥理學研究所,Institute of Pharmacology,選修,Elective,data,51,G
1131_130113,113,1,130113,MDPA30039,9999,*,,藥理學實驗教學實習(一) ,1.00,2.00,,王湘翠,R345678-YED214[YM],上課日期詳見授課進度表公告，可英語授課,Pharmacology Lab.Teaching Practice (I),,3,103,1,藥理學研究所,Institute of Pharmacology,選修,Elective,data,3,G
1131_130206,113,1,130206,MDPH30053,9999,N,,生物統計方法,3.00,3.00,,郭炤裕,R234-YX406[YM],,Biostatistical Methods,,3,104,1,公共衛生研究所,Institute of Public Health,必修,Required,data,99,G
1131_130208,113,1,130208,MDPH30041,9999,*,,流行病學實證討論(碩),2.00,2.00,,陳信任、楊振昌、林明薇、黃心苑、周穎政、陳娟瑜、莊宜芳、潘文驥、東雅惠、劉家軒、劉嘉仁,Rn5-YT301[YM],,Seminars in Epidemiology (Master),,3,104,1,公共衛生研究所,Institute of Public Health,必修,Required,data,20,G
1131_130211,113,1,130211,MDPH30003,9999,*,,健康政法實證討論(碩),2.00,2.00,,鄧宗業、郭文華、楊振昌、黃心苑、黃嵩立、周穎政、楊秀儀、簡莉盈、陳娟瑜、蒲正筠、梁立霖、黃宣穎、雷文玫、林雅萍,Rn5-,政法組碩士班必修,Seminars in Health Policy and Law (Master),,3,104,1,公共衛生研究所,Institute of Public Health,必修,Required,data,16,G
1131_130223,113,1,130223,MDPH30083,9999,N,,身心障礙者權利公約專題討論,2.00,2.00,,黃嵩立,R34-YS103[YM],,Seminar on the Convention on the Rights of Persons with Disabilities,,3,104,1,公共衛生研究所,Institute of Public Health,選修,Elective,data,4,G
1131_130300,113,1,130300,MDCM30018,9999,*,,專題討論(碩士班英文),1.00,1.00,,陳世彬、牛道明、王錦鈿、李光申、楊慕華、黃怡翔、楊盈盈、黃柏勳、李美璇、楊智宇、陳斯婷、賴峻毅、吳成文、蘇建維、魏耀揮、陳宜民、梁毓津、吳肇卿,R34-YL404[YM],限臨醫所碩士班；專題討論（碩士班中文）與專題討論（碩士班英文）每學期限選其中一門課，不得同時修讀。可視訊上課。[English Medium Course],Seminar MII,,3,105,1,臨床醫學研究所,Institute of Clinical Medicine,必修,Required,data,6,G
1131_130402,113,1,130402,MDAC30005,9999,N,,大體解剖學,3.00,3.00,,蔡佩君、傅毓秀、鄭瓊娟、李學德、王先逸、郭曉縈、侯珮珊、蔣偉程,M1T1R1-YEA100[YM],解剖學組必修。,Gross Anatomy,,3,106,1,解剖學及細胞生物學研究所,Institute of Anatomy and Cell Biology,必修,Required,data,13,G
1131_130403,113,1,130403,MDAC30006,9999,N,,大體解剖學實驗,4.00,12.00,,蔡佩君、傅毓秀、鄭瓊娟、李學德、王先逸、郭曉縈、侯珮珊、蔣偉程,M234567T234R234-YEC109[YM],解剖學組必修。,Gross Anatomy Laboratory,,3,106,1,解剖學及細胞生物學研究所,Institute of Anatomy and Cell Biology,必修,Required,data,14,G
1131_130404,113,1,130404,MDAC30022,125,N,,解剖學,3.00,3.00,,蔣偉程、傅毓秀、葉添順、鄭瓊娟、李學德、王先逸、蔡佩君、郭曉縈、侯珮珊,R234-YB100[YM],"研究所: 細胞生物學組必修。
大學部: 修課對象以必修生優先及陽明校區大一大二不分系學生。
本課程不開放旁聽生。",Anatomy,,3,106,1,解剖學及細胞生物學研究所,Institute of Anatomy and Cell Biology,必修,Required,data,112,G
1131_130608,113,1,130608,MDTM30018,9999,*,,專題討論(碩士班),2.00,2.00,,盧美光、洪裕強、傅淑玲、黃怡超、蔡東湖、陳方佩、許中華、藍耿立、林東毅、龔彥穎、張清貿、簡采汝、彭溫雅、林舜穀、謝伯駿,R34n-YR101[YM],與本所博士班專題討論同一時段、同一授課教室,Seminar,,3,108,1,傳統醫藥研究所,Institute of Traditional Medicine,必修,Required,data,17,G
1131_130612,113,1,130612,MDTM30044,9999,*,,中醫藥及針灸臨床文獻導讀綜評 (1),2.00,2.00,http://tcmcmc.blogspot.com/,張清貿,R12-YR101[YM],,Clinical Literature Review of Traditional Chinese Medicine and Acupuncture (1),,3,108,1,傳統醫藥研究所,Institute of Traditional Medicine,選修,Elective,data,7,G
1131_130815,113,1,130815,MDEO30056,9999,*,,環境毒理學,2.00,2.00,,紀凱獻、張榮偉、劉宗榮、鄒瀚興,R12-YT202[YM],,Environmental Toxicology,,3,110,1,環境與職業衛生研究所,Institute of Environmental and Occupational Health Sciences,必修,Required,data,54,G
1131_130903,113,1,130903,MDEC30005,9999,*,,外科重症醫學,1.00,1.00,,許瀚水、陳理維、陽光耀、林邑璁、許喬博、蔡昕霖、陳明德、林之勛,R3-YN118[YM],單數週第34節上課,Surgical Treatment in Critical Illness,,3,111,1,急重症醫學研究所,Institute of Emergency and Critical Care Medicine,選修,Elective,data,14,G
1131_130904,113,1,130904,MDEC30008,9999,*,,急重症實證醫療照護,1.00,1.00,,許瀚水、侯重光、黃獻皞、徐德福,R4-YN118[YM],實為雙數週星期四第34節上課；尚有其他授課教師。,Evidence-based Emergency and Critical Care Medicine,,3,111,1,急重症醫學研究所,Institute of Emergency and Critical Care Medicine,選修,Elective,data,12,G
1131_131005,113,1,131005,MDBI30091,9999,*,,生物醫學資訊學新知（一）,1.00,2.00,,吳俊穎、邱弘毅、李友專、徐建業、梁恭豪,Rn5-YL402[YM],,Advances in Biomedical Informatics I,,3,112,1,生物醫學資訊研究所,Institute of Biomedical Informatics,選修,Elective,data,32,G
1131_110085,113,1,110085,MDMD20352,46,*,,智慧醫療專題研究,2.00,2.00,https://bmlab.web.nycu.edu.tw,陳麗芬,R34-YT301[YM],開放大學部、碩博班選課,Research Project for Smart Healthcare,,3,113,1,腦科學研究所,Institute of Brain Science,選修,Elective,data,6,G
1131_131210,113,1,131210,MDIH30034,9999,*,,醫療照護研究方法,3.00,3.00,,黃心苑、陳娟瑜、劉介宇,R234-YS405[YM],[English Medium Course],Health Services Research Methods,,3,114,1,國際衛生碩士學位學程,International Health Program,選修,Elective,data,13,M
1131_131301,113,1,131301,MDPH30019,9999,*,,公共衛生實務專題與討論(一),1.00,1.33,,莊宜芳,Rn-YS415[YM],,Seminar in Public Health Practice(1),,3,116,1,公共衛生碩士學位學程,Master of Public Health Program,必修,Required,data,7,M
1131_131410,113,1,131410,DEDE30090,9999,*,,高等牙髓病學—難症治療篇,2.00,20.00,,楊淑芬、黃妙玨、李亞芸、白勝方、何怡青、林漢星、陳益貞、錢正原、蔡佳倫、王友志,M5678T1234W5678R1234F5678-,榮總牙科,Advanced Endodontics- Difficult Cases,,3,150,1,牙醫學系,Department of Dentistry ,選修,Elective,data,2,G
1131_131412,113,1,131412,DEDE30079,9999,*,,高等齒顎矯正學-矯正材料與基本技術單元,2.00,20.00,,吳姿瑩,M12345678W12345678R1234-,榮總牙科,Advanced Orthodontics-Basic technique and orthodontic materials,,3,150,1,牙醫學系,Department of Dentistry ,選修,Elective,data,2,G
1131_131502,113,1,131502,DEOB30013,9999,*,,生物醫學研究,2.00,2.00,,黎萬君、林姝君、黃何雄、林元敏、鄭雲謙、洪凱風、王鼎涵、林怡彣、陳亭妏、林榮辰、陳翾、張婷菡、劉宗榮、李德章、林立涵、周忠憲,R34-YD302[YM],,Biomedical Research,,3,151,1,口腔生物研究所,Institute of Oral Biology,選修,Elective,data,12,G
1131_131505,113,1,131505,DEOB30020,9999,*,,高等生物技術導論,2.00,2.00,,洪善鈴、羅正汎、張國威、黃何雄、黎萬君、林怡彣、林榮辰、曾才郁,R12-YD302[YM],開放牙醫系大學部選修,Advanced Biological Techniques,,3,151,1,口腔生物研究所,Institute of Oral Biology,選修,Elective,data,9,G
1131_131600,113,1,131600,DETM30001,9999,*,,高等牙醫材料工程學,2.00,2.00,,林元敏、李士元、黃何雄、林榮辰、陳翾,R34-YD415[YM],,Advanced Dentist Materials Engineering,,3,152,1,口腔組織工程暨生技材料研究所,Institute of Oral Tissue Engineering and Biomaterials,必修,Required,data,4,G
1131_131601,113,1,131601,DETM30002,9999,*,,口腔組織工程與生技材料專題討論,2.00,2.00,,林元敏、李士元、黃何雄、王鼎涵、林榮辰,Rn-YD302[YM],,Oral Tissue Engineering and Biotechnology Materials Panel Discussion,,3,152,1,口腔組織工程暨生技材料研究所,Institute of Oral Tissue Engineering and Biomaterials,必修,Required,data,8,G
1131_131707,113,1,131707,NSCN30055,9999,*,,進階婦兒科護理學實習(一),3.00,8.00,,陳紀雯、蔡慈儀,W12345678R12345678-,,Pracitce in Advanced Maternity and Pediatric Nursing (I),,3,202,1,臨床護理研究所,Institute of Clinical Nursing,必修,Required,data,1,G
1131_131905,113,1,131905,PSBP30016,9999,*,,生物藥學通論,2.00,2.00,,張牧新、胡瑜峰、黃奇英、何國牟、劉峻宇、金翠庭、蘇溶真、張御展、劉嘉仁、江季霖、賴峻毅、顏厥全、趙大中,R34-YC101[YM],請特別注意，這是全英語授課課程，中文生物藥學通論請選另一堂課。[English Medium Course],Fundamentals in Biopharmaceutical Sciences,,3,230,1,生物藥學研究所,Institute of Biopharmaceutical Sciences,必修,Required,data,9,G
1131_132004,113,1,132004,PSPM20003,35,N,,工業藥學,1.00,2.00,,廖曉偉、章修績、高于涵、吳兆升、徐維君、鄒玫君、郝為華、黃婉卿、陶育村,R34-YK533[YM],,Industrial Pharmacy,,3,231,1,藥學系,Department of Pharmacy,選修,Elective,data,35,G
1131_132013,113,1,132013,PSPM30075,30,*,,臨床藥學專科實習(二),3.00,9.00,,周千瀅、楊振昌、蔡佩君、彭殿王、王培寧、周月卿、王嚴鋒、王鑑瀛、張豫立、陳明德、陳寬軒、尹彙文、顏秀如、江東鴻、吳承學、劉耀中、陳正彥、鄒嘉玲、許家禎、何沁沁、林于瑄、王怡凱、王笙帆、陳一瑋、陳倩、黃鈴茹、雷浩然、鍾孟軒、陳伯亮、張時杰,MnTnWnRnFn-,,Clinical Pharmacy Practice (Ⅱ),,3,231,1,藥學系,Department of Pharmacy,必修,Required,data,6,G
1131_161028,113,1,161028,GECE00163,80,*,,食品安全與生活,2.00,2.00,,陳美蓮、陳鋕雄、賈文宇,"R34-A302[GF],R34-YT305[YM]",本課程為大學部核心課程，請大學部學生自行選課。碩、博士班有意願參與修課同學，因修課人數有限，請填寫申請表: https://forms.gle/1wt6ZhH17Z5pWrT19 ，會由後端開課單位協助加選。 本課程為跨校區課程: 陽明校區教學大樓305 教室、交大校區管理2館 1069教室；課程不開放加簽。,Food Safety and Life,,3,232,1,食品安全及健康風險評估研究所,"Food Safety and Health Risk Assessment Institute
",選修,Elective,data,80,G
1131_132203,113,1,132203,BEBL30009,9999,*,,專題討論(C班),1.00,2.00,,黃智生、吳韋訥、孫光蕙、黃奇英、楊翠青、涂玉青、呂世正、龔思豪、黃尉倫、蘇美慈、洪小雅,R34-YT302[YM],[English Medium Course],Seminar (C),,3,260,1,醫學生物技術暨檢驗學系,Department of Biotechnology and Laboratory Science in Medicine  ,選修,Elective,data,13,G
1131_132300,113,1,132300,BEBE30042,9999,N,,醫學工程概論,4.00,4.00,,劉澤英、朱唯勤、江惠華、詹家泰、陳右穎、林峻立、江明彰、駱俊良、賴穎暉、劉承揚、劉大中、許如秀,T12R12-YX501[YM],,Introduction to Biomedical Engineering,,3,261,1,生物醫學工程學系,Institute of Biomedical Engineering,必修,Required,data,57,G
1131_132307,113,1,132307,BEBE30034,9999,N,,數位醫療儀器設計,3.00,3.00,,賴穎暉,R34n-YT103[YM],,Digital Medical Instrumentation Design,,3,261,1,生物醫學工程學系,Institute of Biomedical Engineering,選修,Elective,data,31,G
1131_132308,113,1,132308,BEBE30019,9999,N,,無線區域及個人網路技術與應用,3.00,3.00,,詹家泰,R34n-YEA205[YM],,Wireless Networking,,3,261,1,生物醫學工程學系,Institute of Biomedical Engineering,選修,Elective,data,16,G
1131_132309,113,1,132309,BEBE30044,35,N,,量測及儀表,3.00,3.00,,羅俊民,R34n-YEA200[YM],[English Medium Course],Measurements and Instrumentation,,3,261,1,生物醫學工程學系,Institute of Biomedical Engineering,選修,Elective,data,26,G
1131_132407,113,1,132407,BEPT20006,45,*,,加護病房之物理治療,1.00,2.00,,吳若嫣、王瑞瑤、蔡美文,R34-YB530[YM],限物輔系已完成物理治療臨床實習的研究生。因會有校外講師來授課，課程時間會調至禮拜六。,Physical therapy in intensive care unit,,3,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,選修,Elective,data,9,G
1131_132418,113,1,132418,BEPT30071,30,*,,肌肉骨骼與運動科學(三),2.00,2.00,,黃崇舜、王子娟、施怡芬、林吟亮,R34-YB429[YM],[English Medium Course],Musculoskeletal and Sports Science (III),,3,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,選修,Elective,data,10,G
1131_132419,113,1,132419,BEPT30070,30,*,,肌肉骨骼與運動科學(一),2.00,2.00,,施怡芬、王子娟、林吟亮、黃崇舜,R34-YB601[YM],,Musculoskeletal and Sports Science (I),,3,262,1,物理治療暨輔助科技學系, Department of Physical Therapy and Assistive Technology,選修,Elective,data,9,G
1131_132512,113,1,132512,BEIR30045,9999,*,,轉譯分子醫學特論,2.00,2.00,,李易展、陳傳霖、莊惠燕、吳駿一、張御展、詹明賢,R12-YB134[YM],,Special Topics on Translational Molecular Medicine,,3,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,選修,Elective,data,8,G
1131_132525,113,1,132525,BEIR30070,9999,*,,創新創意與創業實務導論,2.00,2.00,,曹英傑,R34-YB134[YM],,"Introduction to Innovation, Creativity and Entrepreneurship Practice",,3,263,1,生物醫學影像暨放射科學系,Department of Biomedical Imaging and Radiological Sciences ,選修,Elective,data,9,G
1131_132608,113,1,132608,BEBP30009,40,*,,分子細胞生物學概論,3.00,3.00,,蘇佳沂、兵岳忻、楊德明,R234-YL403[YM],全英語授課課程，開放隨班附讀。Teach in English and Chinese[English Medium Course],Introduction to Molecular Cell Biology,,3,264,1,生醫光電研究所,Institute of Biophotonics,選修,Elective,data,9,G
1131_132701,113,1,132701,LSNS30034,9999,*,,神經科學總論,3.00,3.00,https://lin-lab.org,林士傑、連正章、劉福清、蔡惠珍、何淑君、陳摘文、林貝容,R234-YL839[YM],開放隨班附讀、政大學生選課、開放非中文母語使用者選。開放大學部學生修讀。,Principles of Neuroscience,,3,301,1,神經科學研究所,Institute of Neuroscience,必修,Required,data,12,G
1131_132806,113,1,132806,LSMI30039,9999,*,,微生物及免疫學專題討論(三),2.00,2.00,,陳紀如、呂春敏、顧正崙,R34-YC401[YM],碩士班,Microbiology and Immunology Seminar(3) (Master student),,3,302,1,微生物及免疫學研究所,Institute of Microbiology and Immunology,選修,Elective,data,12,G
1131_132813,113,1,132813,LSMI30084,9999,*,,微生物及免疫學專題討論(五)(全英語),2.00,2.00,,陳念榮、黃雪莉,R34-YC302[YM],[English Medium Course],Microbiology & Immunology Seminar (5) (in English) (Master student & Ph.D student),,3,302,1,微生物及免疫學研究所,Institute of Microbiology and Immunology,選修,Elective,data,14,G
1131_133002,113,1,133002,LSGS30038,9,*,,進階英文科學寫作(B),1.00,1.00,,柯比KIRBY RALPH,R34-YK104[YM],全英語授課課程。欲修課者請至生科系暨基因體所選課。維持教學品質，限研究生9人，前九週上課，每次兩小時，課程提前結束。[English Medium Course],Advanced Scientific Writing in English (B),,3,304,1,生命科學系暨基因體科學研究所 , Institute of Genome Sciences ,選修,Elective,data,3,G
1131_133009,113,1,133009,LSGS30016,9999,*,,生物影像分析在細胞生物學的應用,3.00,3.00,,林崇智、賈世璿、朱業修,R234-YL735[YM],,Applications of Image Analysis in Cell Biology,,3,304,1,生命科學系暨基因體科學研究所 , Institute of Genome Sciences ,選修,Elective,data,10,G
1131_430003,113,1,430003,BTBT30183,9999,*,,高等生物化學及分子生物學,4.00,4.00,,張家靖、羅惟正、邱光裕、柯泰名,T34R34-BI310[BA],,Advanced Biochemistry & Molecular Biology,,3,350,1,生物科技學系,Institute of Biological Science and Technology,選修,Elective,data,37,G
1131_430110,113,1,430110,BTBI30122,9999,*,,醫療科技創新概論,2.00,2.00,,許銀雄,R34-BI311[BA],,Introduction to Medical Technology Innovation,,3,351,1,生物資訊及系統生物研究所,Institute of Bioinformatics and System Biology,選修,Elective,data,17,G
1131_430209,113,1,430209,BTMB30043,9999,*,,生醫影像概論,3.00,3.00,,何奕儒,R234-BI302[BA],,Introduction to Biomedical Imaging,,3,352,1,分子醫學與生物工程研究所,Institute of Molecular and Bioengineering,選修,Elective,data,24,G
1131_534102,113,1,534102,HSGF30001,18,N,,句法學,3.00,3.00,https://www.fl.nctu.edu.tw/2020/08/20/%E5%91%A8%E6%98%AD%E5%BB%B7/,周昭廷,R234-HC102[GF],專選，開放四年級選修。,Formal Syntax,,3,451,1,外國語文學系外國文學與語言學碩士班,Institute of Foreign Literatures and Linguistics,必修,Required,data,12,G
1131_534201,113,1,534201,HSTE30020,15,*,,聽講理論與實務,3.00,3.00,,楊芳盈,R234-HC301[GF],[English Medium Course],Listening and Speaking:Theory and Practice,,3,452,1,英語教學研究所,Institute of Teaching English to Speakers of Other Languages,選修,Elective,data,14,G
1131_534306,113,1,534306,HSCS30037,10,*,,動作捕捉及未來互動科技研究,3.00,3.00,,許富淞,R234-HB204[GF],限傳播所，非傳播所學生須經授課教師同意方得選修。[English Medium Course],Motion Capture and Future Interaction Technology Research,,3,461,1,傳播研究所,Institute of Communication Studies,選修,Elective,data,3,G
1131_534416,113,1,534416,HSAA30039,9999,N,,藝術與設計專題研討,1.00,3.00,,顧廣毅,R234-HA314[GF],,Seminar on Arts and Design,,3,462,1,應用藝術研究所,Institute of Applied Arts,選修,Elective,data,55,G
1131_534516,113,1,534516,HSSC30055,9999,*,,當代文學與兩岸社會,3.00,3.00,,彭明偉,R234-F106A[GF],,Seminar on Contemporary Literature and Cross-strait Society,,3,463,1,社會與文化研究所,Institute for Social Research and Cultural Studies,選修,Elective,data,16,G
1131_534701,113,1,534701,HSAR30020,9999,*,,建築設計(一),6.00,6.00,,凌天、何欣怡,M4n5R4n5-HA105[GF],,Architectural Design(I),,3,465,1,建築研究所,Institute of Architecture,選修,Elective,data,6,G
1131_534813,113,1,534813,HSIM30025,15,*,,風格管絃樂法,2.00,2.00,,李子聲,R34-HC514[GF],,Orchestration: Stylistic Approach,,3,466,1,音樂研究所,Institute of Music,選修,Elective,data,12,G
1131_330004,113,1,330004,HKEC30032,15,N,,全球農糧文化,3.00,3.00,,朱華瑄,R234-HK207[LJ],,Global Agri-Food Studies,,3,482,1,人文社會學系族群與文化碩士班,Graduate Program of Ethnicity and Culture,選修,Elective,data,14,G
1131_330104,113,1,330104,HKCT30016,20,N,,新興媒體心理學研究,3.00,3.00,,吳岱芸,R234-HK206[LJ],[English Medium Course],Emerging Media Psychology Research,,3,483,1,傳播與科技學系,Department of Communication and Technology,選修,Elective,data,7,G
1131_535214,113,1,535214,EEIE30055,9999,*,,量子力學,3.00,3.00,http://www.ee.nctu.edu.tw/People/Professor/individual.php?TeacherID=T9635,林炯源,M56R2-ED303[GF],,Quantum Mechanics,,3,510,1,電子研究所,Institute of Electronics,選修,Elective,data,22,G
1131_535215,113,1,535215,EEIE30006,9999,*,,光電子學,3.00,3.00,,林國瑞,"R34-ED103[GF],M7-ED203[GF]",,Optical Electronics,,3,510,1,電子研究所,Institute of Electronics,選修,Elective,data,7,G
1131_535216,113,1,535216,EEIE30002,80,N,,二維半導體概論,3.00,3.00,https://dhlien.wixsite.com/dhlien,連德軒,"R4-ED116[GF],M56-SC106[GF]",,Introduction to 2D Semiconductors,,3,510,1,電子研究所,Institute of Electronics,選修,Elective,data,72,G
1131_535218,113,1,535218,EEIE30067,9999,*,,表面電漿子與超穎物質元件,3.00,3.00,,曾銘綸,T34R3-,(1)上課教室：EDB08(2)9月3日（二）第一次上課教室在ED102，其他時間上課教室在EDB08,Nano-plasmonics & Metamaterials,,3,510,1,電子研究所,Institute of Electronics,選修,Elective,data,14,G
1131_535223,113,1,535223,EEIE30028,40,*,,數位通訊積體電路,3.00,3.00,http://140.113.202.174,周世傑,"M56-ED101[GF],R2-ED202[GF]",,Digital Communication Integrated Circuits,,3,510,1,電子研究所,Institute of Electronics,選修,Elective,data,38,G
1131_535102,113,1,535102,EEEE30021,36,N,,穿戴式裝置系統晶片設計,3.00,3.00,http://www.cn.nctu.edu.tw/faculty/schuang/,黃聖傑,R34n-EE113[GF],,Wearable device system on a chip (SOC) design,,3,511,1,電機工程學系,Institute of Electrical Engineering,選修,Elective,data,26,G
1131_535310,113,1,535310,EECN30133,150,N,,模糊系統,3.00,3.00,,林昇甫,R234-EE118[GF],,Fuzzy Systems,,3,512,1,電控工程研究所,Institute of Electrical Control Engineering,選修,Elective,data,153,G
1131_535312,113,1,535312,EECN30137,90,N,,機器人學,3.00,3.00,,楊谷洋,R234-EE208[GF],【AI學程專業選修】、[智能所甲組選修],Robotics,,3,512,1,電控工程研究所,Institute of Electrical Control Engineering,選修,Elective,data,36,G
1131_535356,113,1,535356,EECM30038,50,N,,手機行動通訊系統  ,3.00,3.00,,陳富強,Rn56-EDB26[GF],,Moblie Phone Communication System,,3,513,1,電信工程研究所,Institute of Communication Engineering,選修,Elective,data,61,G
1131_535370,113,1,535370,EECM30141,80,N,,高等電磁學(一),3.00,3.00,,唐震寰,R234-ED203[GF],[智能所丙組核心],Advanced Electromagnetics(I),,3,513,1,電信工程研究所,Institute of Communication Engineering,選修,Elective,data,15,G
1131_535417,113,1,535417,EEEO30065,70,N,,物理光學,3.00,3.00,https://ywhuang.com/,黃耀緯,R234-CY201[GF],1.光電系碩士班及博士班必修2.光電系碩博士班學生優先選課,Physical Optics,,3,514,1,光電工程學系,Institute of Electro-Optical Engineering,必修,Required,data,44,G
1131_545457,113,1,545457,EEBM30024,9999,*,,超音波導論與應用,3.00,3.00,,陳稷康,R234-EE112[GF],"英文上課
研、大四(開學後開放)選修、生醫所主開、開放隨班附讀[English Medium Course]",Introduction to Ultrasound and its Applications ,,3,515,1,生醫工程研究所,Institute of Biomedical Imaging and Engineering,選修,Elective,data,17,G
1131_535502,113,1,535502,CSIC30045,130,N,,平行程式設計,3.00,3.00,http://www.cs.nctu.edu.tw/~ypyou/,游逸平,R234-EDB27[GF],資訊學院優先(不開放在職專班網路選課)；本系生優先權順序：碩士班+博士班(資訊學院)，4年級，3年級，2&1年級,Parallel Programming,,3,551,1,資訊科學與工程研究所,Institute of Computer Science and Engineering,選修,Elective,data,130,G
1131_535503,113,1,535503,CSIC30068,50,N,,正規語言與計算理論,3.00,3.00,http://www.cs.nctu.edu.tw/~wgtzeng,曾文貴,M7R34-ED302[GF],資訊學院優先(不開放在職專班網路選課)；本系生優先權順序：碩士班+博士班(資訊學院)，4年級，3年級，2&1年級；博士班資格考考核科目；請依各所入學年度之修業要點選課；,Formal Languages and Theory of Computation,,3,551,1,資訊科學與工程研究所,Institute of Computer Science and Engineering,選修,Elective,data,18,G
1131_535515,113,1,535515,CSIC30066,40,N,,機器學習晶片架構設計,3.00,3.00,,葉宗泰,R34-ED102[GF],[English Medium Course]資訊學院優先(不開放在職專班網路選課)；本系生優先權順序：碩士班+博士班(資訊學院)，4年級，3年級，2&1年級；[另外1小時(第3節)以非同步上課方式; the third period of class will be held asynchronously],Accelerator Architectures for Machine Learning ,,3,551,1,資訊科學與工程研究所,Institute of Computer Science and Engineering,選修,Elective,data,45,G
1131_535606,113,1,535606,CSIC30127,80,N,,軟體定義網路及網路功能虛擬化,3.00,3.00,,曾建超,Rn56-EC114[GF],資訊學院優先(不開放在職專班網路選課)；本系生優先權順序：碩士班+博士班(資訊學院)，4年級，3年級，2&1年級,Software Defined Networks and Network Function Virtualization,,3,552,1,網路工程研究所,Institute of Network Engineering,選修,Elective,data,66,G
1131_535655,113,1,535655,CSIC30106,80,N,,視訊串流與追蹤,3.00,3.00,,蔡文錦,M56R2-EC022[GF],資訊學院優先(不開放在職專班網路選課)；本系生優先權順序：碩士班+博士班(資訊學院)，4年級，3年級，2&1年級；原課名「數位電視廣播與串流」僅能採計一門,Video streaming and tracking,,3,553,1,多媒體工程研究所,Institute of Multimedia Engineering,選修,Elective,data,32,G
1131_539008,113,1,539008,IIPS30024,9999,*,,固態物理,3.00,3.00,,陳永松,R234-A212[GF],前瞻所甲組專業選修課程(適用110~112學年度入學)；前瞻所甲組專業核心課程(適用113學年度入學),固態物理,,3,580,1,前瞻半導體研究所,Institute of Pioneer Semiconductor,選修,Elective,data,17,G
1131_539107,113,1,539107,IIAI30018,60,N,,生成式影像合成,3.00,3.00,https://yfyangd.github.io/,楊元福,R234-A305[GF],,Generative AI for Image Synthesis,,3,581,1,智能系統研究所,Institute of Artificial Intelligence Innovation,選修,Elective,data,15,G
1131_535905,113,1,535905,STST30029,40,*,,程式語言於半導體技術應用,3.00,3.00,,阿圖爾Artur Useinov,R234-EE116[GF],[English Medium Course],Introduction to Programming for Semiconductor Devices,,3,591,1,國際半導體產業學院碩士班,International College of Semiconductor Technology,選修,Elective,data,15,G
1131_535906,113,1,535906,STST30008,50,*,,半導體材料與元件特性分析,3.00,3.00,,林群雄,R234-EE210[GF],[English Medium Course],Semiconductor Material and Device Characterization,,3,591,1,國際半導體產業學院碩士班,International College of Semiconductor Technology,選修,Elective,data,50,G
1131_536114,113,1,536114,ENME30053,30,N,,精密工程基礎,3.00,3.00,,陳仁浩,R234-EE206[GF],核心選修課程  開4/研,Fundamentals of Precision Engineering,,3,611,1,機械工程學系,Institute of Mechanical Engineering,選修,Elective,data,30,G
1131_536204,113,1,536204,ENCV30025,45,*,,工程採購與契約管理,3.00,3.00,,楊黎熙,R234-EB107[GF],大四、研究所合開,Engineering Procurement and Contract Management,,3,612,1,土木工程學系,Institute of Civil Engineering,選修,Elective,data,19,G
1131_536213,113,1,536213,ENCV30089,9999,*,,高等材料力學,3.00,3.00,,楊子儀,R234-EB402[GF],,Advanced Mechanics of Materials,,3,612,1,土木工程學系,Institute of Civil Engineering,選修,Elective,data,30,G
1131_536214,113,1,536214,ENCV30012,9999,*,,地工數值方法,3.00,3.00,,羅佳明,R234-EB404[GF],[English Medium Course],Numerical and Analytical Methods in Geotechnical Eng,,3,612,1,土木工程學系,Institute of Civil Engineering,選修,Elective,data,24,G
1131_536221,113,1,536221,ENCV30063,9999,*,,輸砂力學,3.00,3.00,,石棟鑫,R234-EB403[GF],,Mechanics of Sediment Transport,,3,612,1,土木工程學系,Institute of Civil Engineering,選修,Elective,data,10,G
1131_536306,113,1,536306,ENMS30022,60,N,,應用電化學,3.00,3.00,,吳樸偉,R123-EF202[GF],"[English Medium Course]
1.第一~第三階段限材料系、奈米所、國際半導體學院、前瞻所加選
2.開學後加退選開放外系或外校加選",Applied Electrochemistry,,3,613,1,材料科學與工程學系,Institute of Materials Science and Engineering,選修,Elective,data,15,G
